123456,CONNECTED EMP DB,2021-09-27 23:37:16.101
123456,EMP CONFIRMED,2021-09-27 23:37:16.120
123456,GET CUST INFO,2021-09-27 23:37:18.067
123456,CONNECTED CUST DB,2021-09-27 23:37:18.076
123456,CUST CONFIRMED,2021-09-27 23:37:18.079
123456,LOGIN,2021-09-27 23:38:07.067
123456,CONNECTED EMP DB,2021-09-27 23:38:07.082
123456,EMP CONFIRMED,2021-09-27 23:38:07.100
123456,GET CUST INFO,2021-09-27 23:38:08.942
123456,CONNECTED CUST DB,2021-09-27 23:38:08.953
123456,CUST CONFIRMED,2021-09-27 23:38:08.958
123456,LOGIN,2021-09-27 23:43:15.783
123456,CONNECTED EMP DB,2021-09-27 23:43:15.799
123456,EMP CONFIRMED,2021-09-27 23:43:15.815
123456,GET CUST INFO,2021-09-27 23:43:17.709
123456,CONNECTED CUST DB,2021-09-27 23:43:17.723
123456,CUST CONFIRMED,2021-09-27 23:43:17.729
123456,LOGIN,2021-09-27 23:47:07.337
123456,CONNECTED EMP DB,2021-09-27 23:47:07.347
123456,EMP CONFIRMED,2021-09-27 23:47:07.357
123456,GET CUST INFO,2021-09-27 23:47:09.671
123456,CONNECTED CUST DB,2021-09-27 23:47:09.681
123456,CUST CONFIRMED,2021-09-27 23:47:09.684
123456,LOGIN,2021-09-27 23:47:40.604
123456,CONNECTED EMP DB,2021-09-27 23:47:40.614
123456,EMP CONFIRMED,2021-09-27 23:47:40.624
123456,GET CUST INFO,2021-09-27 23:47:42.552
123456,CONNECTED CUST DB,2021-09-27 23:47:42.560
123456,CUST CONFIRMED,2021-09-27 23:47:42.565
123456,LOGIN,2021-09-27 23:50:50.715
123456,CONNECTED EMP DB,2021-09-27 23:50:50.725
123456,EMP CONFIRMED,2021-09-27 23:50:50.736
123456,GET CUST INFO,2021-09-27 23:50:52.709
123456,CONNECTED CUST DB,2021-09-27 23:50:52.719
123456,CUST CONFIRMED,2021-09-27 23:50:52.722
